,Surname,EstimatedSalary,Exited
5660,P'eng,28601.68,0
5661,Andrews,108411.66,0
5662,Otutodilinna,122518.5,0
5663,Grant,9015.07,0
5664,Abramovich,94433.08,1
5665,Komarova,110371.84,0
5666,Otutodilichukwu,141364.62,1
5667,Donaldson,16245.25,0
5668,Duggan,108348.94,1
5669,Chinwendu,171668.2,0
5670,Hamilton,67364.42,0
5671,Smith,107867.38,0
5672,Mazzi,194310.1,0
5673,Krischock,33950.08,0
5674,Kent,197588.32,0
5675,Binder,428.23,0
5676,Zubarev,34948.77,0
5677,Degtyarev,82084.3,0
5678,Obialo,64804.59,0
5679,Davydova,83556.65,0
5680,Teng,71926.28,1
5681,Hsing,122925.44,0
5682,Coleman,13133.88,0
5683,Wilder,62845.64,1
5684,Molineux,28411.23,0
5685,Cocci,28640.92,1
5686,Chikwendu,156787.34,1
5687,Fraser,125307.87,0
5688,Lai,131736.23,0
5689,Korovin,128262.14,0
5690,Sidorov,91366.42,0
5691,Ibrahimova,82290.81,0
5692,Duigan,66190.21,0
5693,Taylor,23920.65,0
5694,Donaldson,45438.38,0
5695,Jobson,93360.35,0
5696,Lu,14496.67,0
5697,Nebechi,168521.72,0
5698,Cross,103318.44,0
5699,Wallace,87219.41,0
5700,Perreault,197490.39,1
5701,Manna,126812.63,1
5702,Hsiung,94283.09,0
5703,Gibbons,46857.52,0
5704,Algeranoff,81491.7,1
5705,Doherty,129107.97,0
5706,Rowe,49732.9,0
5707,Yates,88728.47,0
5708,Galloway,86981.45,0
5709,Genovese,3740.93,0
5710,Arrington,67949.32,0
5711,Miah,147636.46,0
5712,Chijindum,188891.96,1
5713,Ferguson,25482.62,0
5714,Smith,18391.93,0
5715,Marshall,140168.36,0
5716,P'an,161064.29,0
5717,Burton,183542.08,0
5718,Kamdibe,194238.92,0
5719,Milani,7900.46,0
5720,Forbes,51424.29,0
5721,Chiekwugo,152450.84,1
5722,Cousens,55816.2,0
5723,Ross,32909.13,0
5724,Wood,100637.07,0
5725,Hawks,142911.99,0
5726,T'ien,26287.21,0
5727,Ting,60775.76,1
5728,Thynne,146257.77,0
5729,Wang,28332.0,0
5730,Maclean,100919.19,0
5731,Watson,102591.9,1
5732,Gibson,25554.4,0
5733,French,152107.93,1
5734,Henderson,69381.05,0
5735,Greenwood,101728.46,0
5736,Anderson,89040.61,0
5737,Mistry,16910.98,0
5738,Tuan,150468.35,0
5739,Fiorentini,177613.19,0
5740,Scott,120672.09,0
5741,Jideofor,77142.85,0
5742,Yevseyev,127804.66,1
5743,Kelly,158344.63,0
5744,Smith,167179.48,0
5745,Ogle,15404.64,0
5746,Moss,156036.19,0
5747,Loggia,144725.14,0
5748,Nwankwo,22558.74,0
5749,Allan,147342.03,0
5750,Woronoff,85470.45,1
5751,Wolfe,194656.11,0
5752,Henderson,48505.1,0
5753,Sutherland,101491.23,0
5754,Marsden,164117.69,0
5755,Hyde,124626.57,0
5756,Kao,34490.06,0
5757,T'ang,90967.37,0
5758,Crawford,24208.84,1
5759,Dilibe,174873.09,0
5760,Austin,170262.97,0
5761,Santiago,112289.06,0
5762,Chibugo,93783.0,0
5763,Toscano,150026.79,0
5764,Afanasyeva,102036.82,0
5765,Sokolov,898.51,0
5766,Wei,95124.4,0
5767,Olisanugo,11514.39,0
5768,Gorman,27468.72,0
5769,Priestley,37092.43,0
5770,Lloyd,171587.9,0
5771,Salmond,80828.78,0
5772,MacDonald,169287.99,0
5773,Robertson,13197.44,0
5774,Chukwumaobim,54439.53,0
5775,Ifeanacho,38186.85,0
5776,Li Fonti,27274.6,1
5777,Ko,65758.19,0
5778,Goloubev,97767.63,0
5779,Kruglov,115468.84,1
5780,Liao,98293.14,0
5781,White,182059.28,0
5782,Sinclair,128538.05,0
5783,Fiorentini,108841.83,0
5784,Shen,18581.84,0
5785,Rapuokwu,146821.42,0
5786,Woronoff,100727.68,0
5787,Holden,39356.38,0
5788,Roberts,169921.11,1
5789,Tsou,42364.75,1
5790,Somerville,28823.04,0
5791,Greco,182436.81,1
5792,Leonard,115700.2,0
5793,McKenzie,16725.53,0
5794,McElhone,56875.76,0
5795,Dipietro,56214.09,0
5796,Kerr,193412.05,0
5797,Hunter,83263.04,0
5798,Niehaus,13404.4,0
5799,Craig,184474.15,1
5800,Barclay-Harvey,121124.53,0
5801,Teng,152567.75,1
5802,Milani,10722.54,0
5803,Mistry,58010.98,0
5804,Jamieson,163440.8,1
5805,Kay,102606.92,0
5806,Ikedinachukwu,80591.18,0
5807,Holt,177362.45,0
5808,Nkemakolam,120257.7,1
5809,Hartung,180622.02,0
5810,Ch'en,130404.53,0
5811,Baker,147797.54,0
5812,Osinachi,57844.26,0
5813,Shih,162523.66,0
5814,Feng,54495.82,0
5815,Sternberg,169183.66,0
5816,Adams,80262.91,0
5817,Gray,8751.59,0
5818,Shepherd,102628.98,0
5819,Walton,94823.95,0
5820,Yang,90821.66,0
5821,Barnett,153194.32,1
5822,Romani,87310.59,0
5823,Greene,146411.41,1
5824,Hart,74048.1,1
5825,Johnston,23386.77,1
5826,Miller,92898.17,0
5827,Robson,45956.05,0
5828,Wallace,71738.56,0
5829,Cross,103560.98,0
5830,Marcum,52367.29,0
5831,North,152916.05,1
5832,Mao,4410.77,0
5833,Calabrese,74771.22,1
5834,Martin,193817.63,1
5835,Fleming,26793.82,0
5836,Roberts,32526.64,0
5837,Finch,824.0,0
5838,Whitelegge,85250.77,1
5839,Rooke,83508.93,0
5840,Lu,173599.38,0
5841,Marcelo,79342.31,1
5842,Matthews,57600.66,0
5843,Romani,56191.99,0
5844,Scott,6770.44,0
5845,Mao,101694.67,0
5846,Horsley,69113.14,0
5847,Goddard,172674.36,1
5848,Eskridge,26606.28,0
5849,Smith,53353.36,0
5850,Simpson,63747.51,0
5851,Oguejiofor,190112.05,0
5852,Holloway,110317.39,0
5853,L?,148623.43,1
5854,Feng,125253.46,0
5855,Claiborne,101954.78,1
5856,Egobudike,168462.26,0
5857,Folliero,26215.85,1
5858,Bray,97045.32,1
5859,Ibrahimov,53534.8,0
5860,Carpenter,8949.2,0
5861,Walsh,163116.75,0
5862,Woods,140745.91,0
5863,Wu,171515.84,0
5864,Forbes,150803.44,0
5865,Lynch,76884.05,0
5866,Amaechi,170454.93,1
5867,Enriquez,143104.3,0
5868,Y?an,55701.62,0
5869,Brooks,186370.3,0
5870,Wang,24275.32,0
5871,Burke,50774.81,1
5872,Meng,154279.87,0
5873,Chiganu,68462.59,1
5874,Hunt,91036.74,0
5875,Lucchese,83681.97,0
5876,Humphries,199484.96,0
5877,Frolova,152491.22,0
5878,Hsing,134875.37,0
5879,Parkes,184366.14,0
5880,Gregory,189839.93,0
5881,Obiuto,175643.44,0
5882,Longo,3268.17,1
5883,Lombardo,47089.72,0
5884,Lombardo,46562.02,0
5885,Gonzalez,62487.97,0
5886,Nwabugwu,181598.25,0
5887,Ford,64815.05,1
5888,Gilleland,70196.23,1
5889,Fullwood,160383.47,0
5890,Kao,35848.12,0
5891,Montalvo,87278.48,0
5892,Wilson,94498.82,0
5893,Doyne,133486.36,0
5894,Onwuamaeze,73107.6,0
5895,K'ung,195333.98,0
5896,O'Donnell,121525.48,0
5897,McMillan,173843.21,0
5898,Chinedum,185227.42,0
5899,Capon,125244.18,0
5900,Rawling,163113.41,0
5901,Duncan,123006.91,0
5902,Trevisani,40463.03,0
5903,Ankudinova,131363.57,1
5904,Balsillie,188305.85,1
5905,Kerr,143994.86,0
5906,Worsnop,89368.59,0
5907,Yevseyev,158365.89,0
5908,Manna,78753.12,1
5909,Siciliani,100408.31,0
5910,Powell,24677.54,0
5911,Bazarova,39570.78,0
5912,White,155665.76,0
5913,Buda,168294.27,0
5914,Cattaneo,87908.01,0
5915,Lo,191198.92,1
5916,Brown,191207.03,0
5917,Rose,128954.05,0
5918,Lombardo,59905.29,0
5919,McMillan,162012.6,0
5920,Howe,19231.98,0
5921,Hsu,175749.36,0
5922,Han,60533.96,1
5923,Calabrese,137508.42,1
5924,Riley,189430.86,0
5925,Biryukov,6723.66,0
5926,Broadhurst,41371.68,1
5927,Genovesi,125140.72,1
5928,Hsieh,143683.75,0
5929,Kemp,170770.44,0
5930,Chukwudi,157397.57,0
5931,Iqbal,50595.15,1
5932,Teng,50390.98,0
5933,Tao,163150.03,1
5934,Chinedum,138280.17,0
5935,Stevenson,135067.02,0
5936,Duncan,163534.75,1
5937,Garrett,86657.48,0
5938,Yao,162087.82,0
5939,He,28879.3,0
5940,Mazzi,169203.51,1
5941,Edwards,102426.12,0
5942,Lucchesi,54676.1,1
5943,Siciliani,18369.33,0
5944,Shih,159888.1,0
5945,Logue,167636.15,0
5946,Rechner,138889.15,0
5947,O'Brien,199392.14,0
5948,Stewart,189560.43,0
5949,Batt,17375.27,1
5950,Hope,140225.14,1
5951,Ahmed,61018.85,0
5952,Pearson,51907.72,1
5953,Kruglov,47018.75,0
5954,Gordon,33700.52,0
5955,Trujillo,59636.43,1
5956,Pagnotto,157147.59,0
5957,Horton,191393.26,0
5958,DeRose,199862.75,0
5959,Chiang,20016.59,0
5960,Gill,30635.52,1
5961,Trevisano,117832.88,0
5962,Morrison,22497.1,1
5963,Onuora,747.88,0
5964,Ikenna,76870.81,0
5965,Mancini,107848.24,0
5966,Moss,103726.71,0
5967,Ting,178268.36,0
5968,Tai,126281.83,0
5969,Pan,196651.72,0
5970,Wilson,5962.3,0
5971,Bianchi,21928.81,0
5972,Holman,127022.87,1
5973,Obidimkpa,162763.01,0
5974,Wallace,113950.51,0
5975,Ash,104930.46,0
5976,Ku,52337.97,1
5977,Uspensky,179964.55,0
5978,Shih,83753.64,0
5979,Kumm,182913.95,0
5980,Carey,166720.28,0
5981,Farber,192721.98,0
5982,Calabrese,180241.44,0
5983,Findlay,48475.12,0
5984,Yu,126551.48,0
5985,Edments,64872.55,0
5986,Brown,98031.53,1
5987,Lindon,93524.22,0
5988,Chukwudi,56991.66,0
5989,Caldwell,183980.56,1
5990,Li Fonti,130234.63,0
5991,Pitcher,32454.26,0
5992,Capon,75396.43,0
5993,Kable,167756.45,0
5994,Lo Duca,24799.47,0
5995,Kulikova,60429.43,0
5996,Navarrete,74241.09,0
5997,Huguley,78310.82,0
5998,Han,119419.37,0
5999,Horsley,91305.77,0
6000,Massie,25136.95,1
6001,Singh,193880.6,1
6002,H?,47856.78,0
6003,Doyle,4491.77,0
6004,Grant,101311.95,0
6005,Law,38830.72,0
6006,King,26817.23,0
6007,Onwubiko,199727.72,0
6008,Romano,67445.85,0
6009,Okwudilichukwu,161002.29,0
6010,Milano,20778.39,0
6011,Parker,41042.4,1
6012,Aitken,67484.16,0
6013,Obiora,121763.68,0
6014,Vasilyeva,157358.43,1
6015,Chiabuotu,110275.17,0
6016,Slater,43801.27,0
6017,Hughes,9085.0,0
6018,Menkens,143086.09,0
6019,Pisani,100556.98,0
6020,Y?an,140000.29,0
6021,Milani,186775.25,0
6022,Chin,133570.43,1
6023,Fu,154990.58,1
6024,Howells,27654.44,0
6025,Ni,137763.93,0
6026,Maslova,25723.73,0
6027,Forster,186285.52,0
6028,Sun,142208.5,1
6029,Bocharova,169862.01,1
6030,Y?an,41365.85,0
6031,Singh,30812.84,0
6032,Nkemakonam,155023.93,0
6033,Chiemenam,159416.58,0
6034,Angelo,76259.23,0
6035,Frolov,105965.25,0
6036,West,50743.83,0
6037,Beatham,147720.27,0
6038,Pollard,167387.36,0
6039,Hsing,95159.13,0
6040,Dowse,4654.28,0
6041,Lucciano,130376.68,0
6042,Godfrey,173486.39,0
6043,Gratton,93881.75,0
6044,Manning,36376.97,0
6045,Mazzi,128499.94,0
6046,Wall,105898.69,0
6047,Sims,11959.03,0
6048,Allan,98810.78,0
6049,Griffen,65906.07,0
6050,Russell,151516.7,0
6051,Brown,37214.39,0
6052,Palerma,92033.98,0
6053,Gilbert,195692.3,0
6054,Uvarov,6342.84,1
6055,Wisdom,95148.28,0
6056,Hussain,21215.67,0
6057,Woods,19700.24,0
6058,Cameron,134396.64,1
6059,Mai,135077.01,0
6060,Gibson,133600.89,1
6061,Grigoryeva,99922.08,1
6062,Gunter,41399.33,0
6063,Arcuri,159344.43,0
6064,Tung,18364.19,0
6065,Smith,98162.44,1
6066,Lori,84663.21,0
6067,Chidimma,36536.93,0
6068,Ting,79101.67,0
6069,Tsao,16644.16,0
6070,Collee,158420.14,0
6071,Lettiere,48988.28,0
6072,Fu,96862.56,0
6073,Bergamaschi,96366.7,0
6074,Dyer,146123.19,0
6075,Buccho,135178.91,0
6076,Jones,158615.41,0
6077,Nebechi,71433.88,0
6078,Ibekwe,55672.09,0
6079,Gorshkov,150218.11,0
6080,Nweke,162734.31,1
6081,Hairston,21228.71,1
6082,Loggia,62027.9,0
6083,Morgan,60988.21,1
6084,Abdulov,108675.01,0
6085,Norris,72643.95,1
6086,Clark,9241.52,0
6087,Chukwudi,153080.4,1
6088,Perkin,72196.57,0
6089,Ch'ang,199527.34,0
6090,Kang,156598.23,0
6091,Chukwudi,74917.64,0
6092,Frolova,111249.62,0
6093,Chiu,59115.77,0
6094,Simpson,148218.86,0
6095,McLean,77142.32,0
6096,Hu,67484.6,0
6097,Savage,63452.18,1
6098,Wallace,103660.31,0
6099,Winter,163191.99,1
6100,Ho,62905.29,0
6101,Su,44323.22,1
6102,Li Fonti,97938.59,0
6103,Ives,126565.21,0
6104,Trevisani,185360.4,1
6105,Bond,183229.02,0
6106,Lettiere,106024.02,0
6107,Houghton,167810.26,0
6108,Lei,138536.09,0
6109,Stirling,184520.0,1
6110,Grant,20492.16,0
6111,Baresi,134676.72,0
6112,Pearce,138478.2,0
6113,Rutledge,125557.95,0
6114,Udegbunam,82969.61,1
6115,Zaytseva,158071.69,0
6116,Onyemauchechukwu,43615.67,0
6117,Mullah,119969.99,0
6118,Candler,140201.21,0
6119,Konovalova,80792.83,0
6120,Lei,141359.11,0
6121,Hollis,23344.94,0
6122,Lionel,5075.17,1
6123,Francis,95500.98,0
6124,Carter,79082.62,0
6125,Mai,199805.63,0
6126,Johnson,52709.55,0
6127,Sherman,56583.88,0
6128,Sabbatini,3385.04,0
6129,Shih,12537.42,0
6130,Yao,64722.61,0
6131,Ko,75246.21,1
6132,Kazakova,198929.84,0
6133,Chiganu,69011.66,0
6134,Nucci,52404.47,0
6135,Marsden,163641.53,0
6136,Serena,154598.56,0
6137,McLean,173989.47,1
6138,Longo,61315.37,1
6139,Wilson,143393.24,0
6140,Hsiung,124210.53,0
6141,Wright,151460.84,0
6142,Folliero,20734.81,0
6143,Johnston,43705.56,0
6144,Palermo,180736.24,0
6145,Nwabugwu,104170.48,0
6146,Endrizzi,27867.59,0
6147,Tuan,55387.28,0
6148,Udobata,196332.45,0
6149,Ibezimako,116046.22,0
6150,Maclean,93874.87,1
6151,Shaw,76614.04,0
6152,Cummins,6076.62,0
6153,Lavrentiev,122221.71,0
6154,Saunders,24156.03,0
6155,Fiorentino,135394.62,0
6156,Knight,91340.02,0
6157,Manfrin,146090.38,0
6158,Zetticci,172096.08,0
6159,Angelo,135034.57,1
6160,Zhdanov,84008.66,0
6161,Peck,91763.67,0
6162,Uwaezuoke,137001.1,0
6163,White,106799.49,0
6164,Greco,10494.64,0
6165,Chu,79866.73,1
6166,Kodilinyechukwu,186172.85,0
6167,Scott,91673.6,0
6168,Enyinnaya,18458.2,0
6169,Hao,8342.35,0
6170,McElhone,138578.37,0
6171,Ko,38129.22,0
6172,Day,107155.4,1
6173,Harris,29792.11,0
6174,Gerald,7063.6,0
6175,Nebeuwa,21645.06,0
6176,Kaodilinakachukwu,137079.86,0
6177,Maruff,172718.35,1
6178,Howe,106691.02,0
6179,Knepper,72274.84,0
6180,Fennell,32246.63,0
6181,T'ao,80552.36,0
6182,Morris,16733.59,0
6183,Holmes,1235.49,0
6184,Yu,50168.41,1
6185,Walker,33687.9,0
6186,Edwards,178705.45,1
6187,Harvey,66810.48,0
6188,McDonald,45859.55,1
6189,Chambers,63846.36,0
6190,Reed,100236.02,0
6191,Shih,19645.65,0
6192,Onyemachukwu,178393.68,0
6193,Teng,78591.15,0
6194,Hand,124954.56,0
6195,Onyemauchechukwu,3756.65,0
6196,Bailey,152723.23,0
6197,Chiang,187597.98,1
6198,Maclean,70381.49,0
6199,Yobachi,156792.89,0
6200,Munro,35534.68,0
6201,Chidi,151256.22,0
6202,Chamberlain,51011.29,0
6203,Trujillo,111190.53,0
6204,Tang,69664.35,0
6205,Wilson,63233.02,1
6206,Mann,40855.79,0
6207,Parry,95673.05,0
6208,Manfrin,80234.14,0
6209,Millar,189051.59,1
6210,Simmons,145490.85,0
6211,Beneventi,196278.32,0
6212,Chung,162889.1,0
6213,Maxwell,174667.58,0
6214,Dale,3476.38,0
6215,Stevens,19344.92,0
6216,Wei,95270.83,0
6217,Chiu,107759.31,0
6218,Duncan,118368.2,0
6219,Brady,52484.01,0
6220,Macleod,178153.65,0
6221,Berkeley,49915.52,1
6222,Kaur,33747.03,0
6223,Bell,59961.81,0
6224,Nwokike,18613.52,0
6225,Williamson,198894.42,0
6226,Mountgarrett,57014.17,1
6227,Wreford,131729.52,0
6228,Paterson,79169.73,0
6229,Hou,106472.34,0
6230,Smith,17013.54,0
6231,Peng,150661.42,1
6232,Wollstonecraft,86622.56,1
6233,Bolton,115767.93,0
6234,Corrie,141998.89,0
6235,Boyle,182787.17,0
6236,Lambie,187915.7,0
6237,Cartwright,133267.78,0
6238,Lu,137476.09,0
6239,Pisano,77146.14,0
6240,Chukwubuikem,183271.15,0
6241,Harper,26362.4,0
6242,Wilson,153373.71,0
6243,Ch'in,70705.58,0
6244,Streeton,119759.24,0
6245,Ch'ang,42392.24,0
6246,Pennington,34670.62,1
6247,T'ien,82106.19,0
6248,Liu,171774.5,0
6249,Cunningham,149772.61,0
6250,Ch'in,38866.85,0
6251,Smith,35179.18,0
6252,Anderson,41788.37,0
6253,Forbes,17376.57,1
6254,Ansell,199428.19,0
6255,Chiu,16922.28,1
6256,Yevdokimova,178291.89,1
6257,Chamberlin,152290.28,0
6258,Johnston,126809.15,0
6259,McDonald,40385.61,0
6260,Chen,34350.54,0
6261,Cattaneo,199005.88,0
6262,Barclay-Harvey,52629.73,1
6263,Dawson,180012.39,0
6264,Costa,35342.33,0
6265,Chikwado,109291.22,0
6266,Ch'eng,62746.54,0
6267,Harrison,173273.2,1
6268,Crawford,54340.24,0
6269,Gibson,19302.78,0
6270,Martin,10883.52,0
6271,Stokes,17298.72,1
6272,Niu,115779.48,1
6273,Ampt,93228.86,1
6274,Wynn,148704.77,1
6275,Lawrence,150475.14,0
6276,Wagner,40914.32,1
6277,Argyle,38587.7,0
6278,Ofodile,171260.66,0
6279,Chiemenam,94187.47,1
6280,Akobundu,145900.89,0
6281,Locke,152298.28,0
6282,Bullen,99828.45,0
6283,Forster,34743.98,0
6284,Smith,121189.3,1
6285,Craig,129660.59,0
6286,Archer,145477.36,0
6287,McWilliams,151822.66,0
6288,Moss,49656.24,0
6289,Townsend,73856.28,1
6290,Brown,116757.0,0
6291,Munson,16319.56,0
6292,T'ien,90273.85,0
6293,Shubin,161344.13,0
6294,Isayeva,121061.89,0
6295,Hung,69531.22,1
6296,Webb,3756.23,0
6297,Scott,114448.13,0
6298,Rahman,144045.08,1
6299,Lori,58781.11,0
6300,Cooke,179227.52,0
6301,Volkova,127332.33,0
6302,Lamb,86642.38,0
6303,Hawes,184178.29,1
6304,Smith,9551.49,0
6305,Swanton,56053.06,0
6306,Mitchell,1118.31,0
6307,Colombo,195732.04,0
6308,Shaw,175070.94,1
6309,Shipp,112331.19,0
6310,Jonathan,43956.83,0
6311,Hernandez,115994.52,0
6312,Green,166682.57,0
6313,Young,99843.98,0
6314,Han,141175.18,1
6315,Highland,175910.95,1
6316,Hamilton,176984.34,0
6317,Yobanna,43480.63,0
6318,Crawford,155047.11,1
6319,Beavers,176137.2,0
6320,Williamson,154843.4,0
6321,Beneventi,8214.46,0
6322,Chidumaga,147075.69,0
6323,Mitchell,116495.55,0
6324,Chibugo,31165.06,1
6325,Hyde,192127.22,1
6326,Alekseeva,137491.23,0
6327,Abdulov,186841.71,0
6328,Buckley,86776.38,0
6329,Howard,72073.72,0
6330,Peel,10662.58,0
6331,Herz,91001.02,0
6332,Holden,20555.21,0
6333,McLean,123164.97,0
6334,Findlay,143463.28,0
6335,Wyatt,92131.54,0
6336,Rapuluolisa,77178.42,0
6337,Buckland,193650.16,0
6338,Hargreaves,52861.89,0
6339,Onyeoruru,35896.75,0
6340,Salas,149418.41,0
6341,Laney,46253.65,0
6342,Fu,86609.37,0
6343,Tien,91943.94,1
6344,Sazonova,128892.36,0
6345,Tuan,44830.71,0
6346,Wei,84508.44,1
6347,Bergamaschi,84760.7,0
6348,Taylor,147661.47,0
6349,Messersmith,82393.08,0
6350,Coles,135995.58,0
6351,Brookes,159800.16,0
6352,Reid,14379.01,0
6353,Etheridge,74322.85,0
6354,Jolly,189016.24,1
6355,Chizoba,136435.75,0
6356,Eberegbulam,78488.39,0
6357,Pagnotto,113695.99,0
6358,Lucchesi,54628.11,0
6359,Hughes,150835.21,1
6360,Panicucci,158891.79,0
6361,Burns,160523.33,0
6362,Ricci,180595.02,0
6363,Lambert,16618.76,0
6364,Esposito,79919.97,0
6365,Benson,186489.14,1
6366,Botts,51999.5,0
6367,Parkes,121299.14,0
6368,Mai,144593.3,1
6369,Castiglione,178752.73,0
6370,Manna,94148.3,0
6371,Lin,77414.45,0
6372,Fink,63236.97,0
6373,Baresi,108645.85,0
6374,Morehead,95153.24,0
6375,Afamefuna,136079.64,1
6376,Greco,98273.01,1
6377,Balashova,113505.93,1
6378,Bogdanov,52525.15,1
6379,Lowe,194617.98,0
6380,Ponce,152541.89,1
6381,Trevisano,142903.44,0
6382,Gardner,182257.61,0
6383,Lorenzo,135431.72,0
6384,Palmer,175697.87,0
6385,Zuyeva,59061.25,0
6386,Jen,131283.6,1
6387,Alekseeva,152499.8,0
6388,Manfrin,15523.09,1
6389,Chiemenam,186418.85,0
6390,Chiemenam,32262.28,0
6391,Clark,128052.29,0
6392,Fanucci,181419.29,0
6393,Cattaneo,109783.29,0
6394,Udinesi,181879.56,0
6395,Bentley,74260.16,0
6396,Holmes,49865.04,0
6397,Austin,103608.06,0
6398,Mackenzie,167564.82,0
6399,Booth,41816.49,1
6400,Collier,179066.58,0
6401,Hs?,109184.24,0
6402,Oluchukwu,199841.32,0
6403,Sung,83617.17,1
6404,Marino,84863.85,1
6405,Vinogradov,114775.53,0
6406,Burns,103557.93,0
6407,Fanucci,85028.36,1
6408,Chukwujamuike,153064.87,0
6409,Flynn,38784.42,0
6410,Chao,186526.12,0
6411,Yeh,28789.94,0
6412,Klein,45038.29,1
6413,Mahmood,150245.81,0
6414,Tu,57762.0,0
6415,Shcherbakov,4292.72,0
6416,Zetticci,173365.89,0
6417,Carr,119484.01,0
6418,Browne,121821.16,0
6419,Feng,151733.43,0
6420,Ferguson,53784.22,0
6421,Shaw,62733.05,0
6422,Palermo,17671.78,0
6423,Moore,188905.43,0
6424,Huang,113079.19,1
6425,Gray,83997.79,0
6426,Sokolova,125424.42,0
6427,Henderson,143194.05,0
6428,Mosley,93132.61,1
6429,Nnaemeka,76038.38,0
6430,Everett,168658.3,0
6431,Goddard,108419.41,0
6432,Kuo,171657.57,0
6433,Bianchi,22357.25,0
6434,Rouse,193903.06,0
6435,Nwoye,141926.43,0
6436,Greco,104079.62,0
6437,Fang,93832.33,0
6438,Chiemenam,1568.91,0
6439,Artemiev,60778.11,1
6440,Burrows,16119.96,1
6441,Chizuoke,60375.18,0
6442,T'ien,187946.55,0
6443,Rogova,195563.99,0
6444,Trevisano,38196.24,0
6445,Sagese,179435.21,0
6446,Artyomova,93208.22,0
6447,Long,61531.86,0
6448,Hsueh,92826.35,0
6449,White,23140.28,1
6450,Lazarev,74287.53,0
6451,Benjamin,101102.39,0
6452,Wan,126933.73,0
6453,Romano,68408.74,0
6454,Craig,155356.34,0
6455,Yermolayeva,3234.8,0
6456,Tseng,195209.4,0
6457,Tseng,169149.38,0
6458,Le Hunte,68075.14,0
6459,Blake,93707.8,0
6460,Lane,156153.27,0
6461,Sparks,58601.61,0
6462,Tu,114448.77,0
6463,Tochukwu,126551.65,0
6464,Whittaker,112350.21,1
6465,Wang,185808.7,0
6466,Northern,118235.52,1
6467,Humphries,183051.6,1
6468,Cremonesi,27922.45,0
6469,Ku,196476.19,0
6470,Tobenna,190429.52,0
6471,Okwuadigbo,35034.15,0
6472,Johnston,66389.43,1
6473,Li,107615.43,0
6474,Talbot,99692.65,0
6475,Tu,88729.22,1
6476,T'ien,173321.65,0
6477,Ross,139463.57,0
6478,Maclean,3769.71,0
6479,Wan,149946.43,1
6480,Tsou,135768.25,0
6481,Jack,31708.53,0
6482,Lucchesi,151677.31,0
6483,Ch'eng,170518.83,0
6484,Saunders,196582.19,0
6485,Glover,3298.65,0
6486,Tung,162878.96,0
6487,Padovano,64014.24,0
6488,Johnstone,26257.01,0
6489,Endrizzi,126794.56,0
6490,Secombe,164162.44,0
6491,Elewechi,179206.92,0
6492,Chu,18254.75,0
6493,Lucciano,83949.68,0
6494,Pinto,22684.78,0
6495,McGregor,7953.62,1
6496,Ugorji,143952.24,1
6497,Bancks,158032.5,1
6498,Warlow-Davies,199104.52,0
6499,Dale,87566.97,0
6500,Buckley,170563.73,0
6501,Nkemjika,157871.55,0
6502,Fairley,93203.43,0
6503,Boothby,54398.56,0
6504,Chukwuhaenye,168779.47,0
6505,Lock,1140.02,1
6506,Clarke,186476.91,1
6507,Ramsey,29023.03,0
6508,Eipper,60021.34,1
6509,Ko,180456.8,0
6510,Munro,132498.39,1
6511,McGregor,109608.81,1
6512,Henderson,98570.01,0
6513,Fernandez,160546.58,0
6514,Porter,6139.74,0
6515,Pan,6930.17,0
6516,Esposito,10674.62,0
6517,Kaeppel,71159.84,0
6518,Lamb,62413.01,1
6519,Lei,166386.22,1
6520,Conti,133086.45,0
6521,Hargreaves,192933.37,0
6522,Yermolayev,71359.78,0
6523,Kerr,79270.02,0
6524,Waters,29583.48,1
6525,Onyeorulu,88680.65,0
6526,Kolesnikova,134691.2,0
6527,Kazakova,75574.48,0
6528,MacDonald,30252.3,0
6529,Sharwood,111324.41,0
6530,Bufkin,105425.18,0
6531,Nwankwo,36193.07,0
6532,Boniwell,93081.87,0
6533,Willis,107625.46,0
6534,Burns,152733.89,0
6535,Kung,110421.31,0
6536,Howells,48486.25,0
6537,Bevan,72993.67,0
6538,Neitenstein,25744.13,1
6539,Johnson,46807.62,1
6540,Sandover,26772.04,0
6541,Nnamutaezinwa,150057.2,0
6542,Sinclair,56028.79,0
6543,Wei,147693.92,0
6544,Higgins,174032.0,0
6545,Chang,153698.65,0
6546,Henderson,108301.45,0
6547,Cox,22929.08,0
6548,Tsui,102665.92,0
6549,Lee,56139.09,0
6550,Sergeyeva,88391.29,1
6551,Napolitani,149195.44,0
6552,Beatham,143357.03,0
6553,Lu,168359.98,1
6554,Yashina,77335.75,0
6555,Bales,93148.93,0
6556,Hill,36687.11,1
6557,Ibeamaka,146703.36,0
6558,Romilly,115927.85,0
